"","mouse.names","human.names","mouse.ensemble"
"3192","Egfr","EGFR","ENSMUSG00000020122"
"3193","Pdgfa","PDGFA","ENSMUSG00000025856"
"3194","Erbb4","ERBB4","ENSMUSG00000062209"
"3195","Siah2","SIAH2","ENSMUSG00000036432"
"3196","Atrx","ATRX","ENSMUSG00000031229"
"3197","Ighv1-76","IGHV1-45","ENSMUSG00000093896"
"3205","Ighv6-6","IGHV3-73","ENSMUSG00000076680"
"3207","Ighv7-4","IGHV3OR15-7","ENSMUSG00000076668"
"3208","Ighv5-15","IGHV3-7","ENSMUSG00000094134"
"3211","Fbxl2","FBXL2","ENSMUSG00000032507"
"3212","Arrdc1","ARRDC1","ENSMUSG00000026972"
"3213","Stox1","STOX1","ENSMUSG00000036923"
"3214","Atp2b1","ATP2B1","ENSMUSG00000019943"
"3215","Zswim5","ZSWIM5","ENSMUSG00000033948"
"3216","Shisa2","SHISA2","ENSMUSG00000044461"
"3217","Ighm","IGHM","ENSMUSG00000076617"
"3218","Pard3","PARD3","ENSMUSG00000025812"
"3219","Bud13","BUD13","ENSMUSG00000032077"
"3220","Hspa12a","HSPA12A","ENSMUSG00000025092"
"3221","Efhc2","EFHC2","ENSMUSG00000025038"
"3222","Hspa5","HSPA5","ENSMUSG00000026864"
"3223","Tsc22d2","TSC22D2","ENSMUSG00000027806"
"3224","Gstt1","GSTT1","ENSMUSG00000001663"
"3225","Gstt4","GSTT4","ENSMUSG00000009093"
"3226","Tjp1","TJP1","ENSMUSG00000030516"
"3227","Hsp90aa1","HSP90AA1","ENSMUSG00000021270"
"3228","Mtr","MTR","ENSMUSG00000021311"
"3229","Ddx27","DDX27","ENSMUSG00000017999"
"3230","Rpl7a","RPL7A","ENSMUSG00000062647"
"3231","Rhov","RHOV","ENSMUSG00000034226"
"3232","Prelid3b","PRELID3B","ENSMUSG00000016257"
"3233","Syt9","SYT9","ENSMUSG00000062542"
"3234","Pld1","PLD1","ENSMUSG00000027695"
"3235","Pfn1","PFN1","ENSMUSG00000018293"
"3236","Ddit4","DDIT4","ENSMUSG00000020108"
"3237","Tiparp","TIPARP","ENSMUSG00000034640"
"3238","Tln1","TLN1","ENSMUSG00000028465"
"3239","Snap91","SNAP91","ENSMUSG00000033419"
"3240","Vps13a","VPS13A","ENSMUSG00000046230"
"3241","Pdia3","PDIA3","ENSMUSG00000027248"
"3242","Rab32","RAB32","ENSMUSG00000019832"
"3243","Alg5","ALG5","ENSMUSG00000036632"
"3244","Stmn1","STMN1","ENSMUSG00000028832"
"3245","Pah","PAH","ENSMUSG00000020051"
"3246","Abat","ABAT","ENSMUSG00000057880"
"3247","Eno3","ENO3","ENSMUSG00000060600"
"3248","Mgll","MGLL","ENSMUSG00000033174"
"3249","Rpl13","RPL13","ENSMUSG00000000740"
"3250","Sirt6","SIRT6","ENSMUSG00000034748"
"3251","Akt2","AKT2","ENSMUSG00000004056"
"3252","Dmxl2","DMXL2","ENSMUSG00000041268"
"3253","Emx1","EMX1","ENSMUSG00000033726"
"3254","Btg4","BTG4","ENSMUSG00000032056"
"3255","Lhx8","LHX8","ENSMUSG00000096225"
"3256","Fscn1","FSCN1","ENSMUSG00000029581"
"3257","Fga","FGA","ENSMUSG00000028001"
"3258","Ttc21b","TTC21B","ENSMUSG00000034848"
"3259","P3h1","P3H1","ENSMUSG00000028641"
"3260","Ovol1","OVOL1","ENSMUSG00000024922"
"3261","Glcci1","GLCCI1","ENSMUSG00000029638"
"3262","Smad9","SMAD9","ENSMUSG00000027796"
"3263","Hopx","HOPX","ENSMUSG00000059325"
"3264","Rplp2","RPLP2","ENSMUSG00000025508"
"3266","Trp53inp1","TP53INP1","ENSMUSG00000028211"
"3267","Timm8b","TIMM8B","ENSMUSG00000039016"
"3268","Pdc","PDC","ENSMUSG00000006007"
"3269","Cep97","CEP97","ENSMUSG00000022604"
"3270","Alg11","ALG11","ENSMUSG00000063362"
"3271","Ngdn","NGDN","ENSMUSG00000022204"
"3272","Pik3ip1","PIK3IP1","ENSMUSG00000034614"
"3273","Ddi2","DDI2","ENSMUSG00000078515"
"3274","Ddi1","DDI1","ENSMUSG00000047619"
"3275","Eif4a1","EIF4A1","ENSMUSG00000059796"
"3276","Ddx49","DDX49","ENSMUSG00000057788"
"3277","Tob1","TOB1","ENSMUSG00000037573"
"3278","Taf12","TAF12","ENSMUSG00000028899"
"3279","Timm17a","TIMM17A","ENSMUSG00000062580"
"3280","Apoh","APOH","ENSMUSG00000000049"
"3281","Zcchc9","ZCCHC9","ENSMUSG00000021621"
"3282","Asb16","ASB16","ENSMUSG00000034768"
"3283","Pfkfb4","PFKFB4","ENSMUSG00000025648"
"3284","Cacna1f","CACNA1F","ENSMUSG00000031142"
"3285","Syp","SYP","ENSMUSG00000031144"
"3286","Apc","APC","ENSMUSG00000005871"
"3287","Cyc1","CYC1","ENSMUSG00000022551"
"3288","Scd4","SCD","ENSMUSG00000050195"
"3292","Zhx2","ZHX2","ENSMUSG00000071757"
"3293","Mageb5b","MAGEB5","ENSMUSG00000064129"
"3294","Mageb18","MAGEB18","ENSMUSG00000067649"
"3296","Maged1","MAGED1","ENSMUSG00000025151"
"3297","Magel2","MAGEL2","ENSMUSG00000056972"
"3298","Nsmce3","NSMCE3","ENSMUSG00000070520"
"3301","Tro","TRO","ENSMUSG00000025272"
"3302","Mageb16","MAGEB16","ENSMUSG00000046942"
"3303","Maged2","MAGED2","ENSMUSG00000025268"
"3304","Ndn","NDN","ENSMUSG00000033585"
"3305","Magea13","MAGEA13P","ENSMUSG00000046180"
"3306","Magee1","MAGEE1","ENSMUSG00000031227"
"3307","Sprn","SPRN","ENSMUSG00000045733"
"3308","Mtg1","MTG1","ENSMUSG00000039018"
"3309","Elovl3","ELOVL3","ENSMUSG00000038754"
"3310","Tubb5","TUBB","ENSMUSG00000001525"
"3311","Tead3","TEAD3","ENSMUSG00000002249"
"3312","Fen1","FEN1","ENSMUSG00000024742"
"3313","Uba5","UBA5","ENSMUSG00000032557"
"3314","St18","ST18","ENSMUSG00000033740"
"3315","Ap3b1","AP3B1","ENSMUSG00000021686"
"3316","Gemin5","GEMIN5","ENSMUSG00000037275"
"3317","Acly","ACLY","ENSMUSG00000020917"
"3318","Ddx21","DDX21","ENSMUSG00000020075"
"3319","Ddx50","DDX50","ENSMUSG00000020076"
"3320","Btg3","BTG3","ENSMUSG00000022863"
"3321","Dnajc5","DNAJC5","ENSMUSG00000000826"
"3322","Arl6ip5","ARL6IP5","ENSMUSG00000035199"
"3323","Lrig1","LRIG1","ENSMUSG00000030029"
"3324","Zfp503","ZNF503","ENSMUSG00000039081"
"3325","Parp2","PARP2","ENSMUSG00000036023"
"3326","Lrrc15","LRRC15","ENSMUSG00000052316"
"3327","Bicra","BICRA","ENSMUSG00000070808"
"3328","Incenp","INCENP","ENSMUSG00000024660"
"3329","Atpsckmt","ATPSCKMT","ENSMUSG00000039065"
"3330","Itga5","ITGA5","ENSMUSG00000000555"
"3331","Dsc1","DSC1","ENSMUSG00000044322"
"3332","Dsc3","DSC3","ENSMUSG00000059898"
"3333","Dsc2","DSC2","ENSMUSG00000024331"
"3334","Ackr3","ACKR3","ENSMUSG00000044337"
"3335","Padi3","PADI3","ENSMUSG00000025328"
"3336","Padi6","PADI6","ENSMUSG00000040935"
"3337","Padi2","PADI2","ENSMUSG00000028927"
"3338","Padi4","PADI4","ENSMUSG00000025330"
"3339","Padi1","PADI1","ENSMUSG00000025329"
"3340","Scn4b","SCN4B","ENSMUSG00000046480"
"3341","Rbpj","RBPJ","ENSMUSG00000039191"
"3342","Krt88","KRT88P","ENSMUSG00000063971"
"3343","Pcp4","PCP4","ENSMUSG00000090223"
"3344","Pde11a","PDE11A","ENSMUSG00000075270"
"3345","Eif6","EIF6","ENSMUSG00000027613"
"3346","Pknox2","PKNOX2","ENSMUSG00000035934"
"3347","Dkc1","DKC1","ENSMUSG00000031403"
"3348","Erbb2","ERBB2","ENSMUSG00000062312"
"3349","Stam","STAM","ENSMUSG00000026718"
"3350","Fst","FST","ENSMUSG00000021765"
"3351","Agps","AGPS","ENSMUSG00000042410"
"3352","Hectd3","HECTD3","ENSMUSG00000046861"
"3353","Asf1b","ASF1B","ENSMUSG00000005470"
"3354","Asf1a","ASF1A","ENSMUSG00000019857"
"3355","Cstf2t","CSTF2T","ENSMUSG00000053536"
"3356","Cstf2","CSTF2","ENSMUSG00000031256"
"3357","Fut8","FUT8","ENSMUSG00000021065"
"3358","Mettl26","METTL26","ENSMUSG00000025731"
"3359","Mettl17","METTL17","ENSMUSG00000004561"
"3360","Smim29","SMIM29","ENSMUSG00000062753"
"3361","Gpbp1l1","GPBP1L1","ENSMUSG00000034042"
"3362","Rab5c","RAB5C","ENSMUSG00000019173"
"3363","Aph1c","APH1B","ENSMUSG00000053040"
"3365","H2bc22","H2BC17","ENSMUSG00000069308"
"3366","H2bc1","H2BC1","ENSMUSG00000050799"
"3367","H2bc12","H2BC12","ENSMUSG00000062727"
"3368","H2bc18","H2BC18","ENSMUSG00000105827"
"3369","H2bc11","H2BC13","ENSMUSG00000069300"
"3370","H2bc9","H2BC9","ENSMUSG00000114456"
"3371","H2bc26","H2BC26","ENSMUSG00000080712"
"3372","H2bc21","H2BC11","ENSMUSG00000068854"
"3373","Dip2c","DIP2C","ENSMUSG00000048264"
"3374","Poc1b","POC1B","ENSMUSG00000019952"
"3375","Phka1","PHKA1","ENSMUSG00000034055"
"3376","Gtpbp6","GTPBP6","ENSMUSG00000033434"
"3377","Ntf3","NTF3","ENSMUSG00000049107"
"3378","Dscam","DSCAM","ENSMUSG00000050272"
"3379","Traf3ip2","TRAF3IP2","ENSMUSG00000019842"
"3380","Aco1","ACO1","ENSMUSG00000028405"
"3381","Zfp64","ZFP64","ENSMUSG00000027551"
"3382","Eif4ebp2","EIF4EBP2","ENSMUSG00000020091"
"3383","Ssrp1","SSRP1","ENSMUSG00000027067"
"3384","Apoo","APOO","ENSMUSG00000079508"
"3385","Supt16","SUPT16H","ENSMUSG00000035726"
"3386","Figla","FIGLA","ENSMUSG00000030001"
"3387","Zp3","ZP3","ENSMUSG00000004948"
"3388","Dock2","DOCK2","ENSMUSG00000020143"
"3389","Rbm19","RBM19","ENSMUSG00000029594"
"3390","Hipk2","HIPK2","ENSMUSG00000061436"
"3391","Scarb1","SCARB1","ENSMUSG00000037936"
"3392","Foxi3","FOXI3","ENSMUSG00000055874"
"3393","Smox","SMOX","ENSMUSG00000027333"
"3394","Pkm","PKM","ENSMUSG00000032294"
"3395","Snx8","SNX8","ENSMUSG00000029560"
"3396","Sp4","SP4","ENSMUSG00000025323"
"3397","Depp1","DEPP1","ENSMUSG00000048489"
"3398","Jam2","JAM2","ENSMUSG00000053062"
"3399","Npdc1","NPDC1","ENSMUSG00000015094"
"3400","Apof","APOF","ENSMUSG00000047631"
"3401","Gbgt1","GBGT1","ENSMUSG00000026829"
"3402","Cux2","CUX2","ENSMUSG00000042589"
"3403","Enpp6","ENPP6","ENSMUSG00000038173"
"3404","Gpc3","GPC3","ENSMUSG00000055653"
"3405","Elf2","ELF2","ENSMUSG00000037174"
"3406","Ldlr","LDLR","ENSMUSG00000032193"
"3407","Gja3","GJA3","ENSMUSG00000048582"
"3408","Fhl1","FHL1","ENSMUSG00000023092"
"3409","Cyp4a31","CYP4A11","ENSMUSG00000028712"
"3411","Cyp4b1","CYP4B1","ENSMUSG00000028713"
"3412","Cyp4x1","CYP4X1","ENSMUSG00000047155"
"3414","Fa2h","FA2H","ENSMUSG00000033579"
"3415","Car1","CA1","ENSMUSG00000027556"
"3416","Car13","CA13","ENSMUSG00000027555"
"3417","Car2","CA2","ENSMUSG00000027562"
"3418","Ahcy","AHCY","ENSMUSG00000027597"
"3420","Myo5b","MYO5B","ENSMUSG00000025885"
"3421","Pde7a","PDE7A","ENSMUSG00000069094"
"3422","Slc13a1","SLC13A1","ENSMUSG00000029700"
"3423","Fos","FOS","ENSMUSG00000021250"
"3424","Hadha","HADHA","ENSMUSG00000025745"
"3425","Pxn","PXN","ENSMUSG00000029528"
"3426","Npb","NPB","ENSMUSG00000044034"
"3427","Scap","SCAP","ENSMUSG00000032485"
"3428","Baiap2l2","BAIAP2L2","ENSMUSG00000018126"
"3429","Chrna2","CHRNA2","ENSMUSG00000022041"
"3430","Vezf1","VEZF1","ENSMUSG00000018377"
"3431","Tcam1","TCAM1P","ENSMUSG00000020712"
"3432","Icam5","ICAM5","ENSMUSG00000032174"
"3433","Icam1","ICAM1","ENSMUSG00000037405"
"3434","Nop56","NOP56","ENSMUSG00000027405"
"3435","Ing3","ING3","ENSMUSG00000029670"
"3436","Rps24","RPS24","ENSMUSG00000025290"
"3437","Bnip2","BNIP2","ENSMUSG00000011958"
"3438","Hdac9","HDAC9","ENSMUSG00000004698"
"3439","Tekt2","TEKT2","ENSMUSG00000028845"
"3440","Ins2","INS","ENSMUSG00000000215"
"3442","Pnoc","PNOC","ENSMUSG00000045731"
"3443","Tal2","TAL2","ENSMUSG00000028417"
"3444","Arpc1a","ARPC1A","ENSMUSG00000029621"
"3445","Pafah1b1","PAFAH1B1","ENSMUSG00000020745"
"3446","Fancd2","FANCD2","ENSMUSG00000034023"
"3447","Pgam2","PGAM2","ENSMUSG00000020475"
"3448","Nfkbil1","NFKBIL1","ENSMUSG00000042419"
"3449","Gfi1","GFI1","ENSMUSG00000029275"
"3452","Dld","DLD","ENSMUSG00000020664"
"3453","Mapk3","MAPK3","ENSMUSG00000063065"
"3454","Dnaja3","DNAJA3","ENSMUSG00000004069"
"3455","Sh3gl2","SH3GL2","ENSMUSG00000028488"
"3456","Sh3gl3","SH3GL3","ENSMUSG00000030638"
"3457","Ldb3","LDB3","ENSMUSG00000021798"
"3458","Coro1b","CORO1B","ENSMUSG00000024835"
"3459","Trim71","TRIM71","ENSMUSG00000079259"
"3460","Sh3yl1","SH3YL1","ENSMUSG00000020669"
"3461","Fgfrl1","FGFRL1","ENSMUSG00000008090"
"3462","Insig2","INSIG2","ENSMUSG00000003721"
"3463","Smtnl2","SMTNL2","ENSMUSG00000045667"
"3464","Mbd4","MBD4","ENSMUSG00000030322"
"3465","Cyp17a1","CYP17A1","ENSMUSG00000003555"
"3466","Foxn3","FOXN3","ENSMUSG00000033713"
"3467","Psenen","PSENEN","ENSMUSG00000036835"
"3468","Has1","HAS1","ENSMUSG00000003665"
"3469","Sarm1","SARM1","ENSMUSG00000050132"
"3470","Tlr9","TLR9","ENSMUSG00000045322"
"3471","Tlr7","TLR7","ENSMUSG00000044583"
"3472","Frmpd4","FRMPD4","ENSMUSG00000049176"
"3473","Tlr8","TLR8","ENSMUSG00000040522"
"3474","Tlr5","TLR5","ENSMUSG00000079164"
"3475","Tirap","TIRAP","ENSMUSG00000032041"
"3476","Il1rapl2","IL1RAPL2","ENSMUSG00000059203"
"3477","Tlr2","TLR2","ENSMUSG00000027995"
"3478","Tlr3","TLR3","ENSMUSG00000031639"
"3479","Tlr4","TLR4","ENSMUSG00000039005"
"3480","Tlr1","TLR1","ENSMUSG00000044827"
"3481","Tlr6","TLR6","ENSMUSG00000051498"
"3482","Tlr12","TLR12P","ENSMUSG00000062545"
"3483","Gnmt","GNMT","ENSMUSG00000002769"
"3484","Med17","MED17","ENSMUSG00000031935"
"3485","Cplx1","CPLX1","ENSMUSG00000033615"
"3486","Pofut1","POFUT1","ENSMUSG00000046020"
"3487","Sh3bp4","SH3BP4","ENSMUSG00000036206"
"3488","Vegfc","VEGFC","ENSMUSG00000031520"
"3489","Nos2","NOS2","ENSMUSG00000020826"
"3490","Traf4","TRAF4","ENSMUSG00000017386"
"3491","Pik3r2","PIK3R2","ENSMUSG00000031834"
"3492","Myf6","MYF6","ENSMUSG00000035923"
"3493","Rtn4r","RTN4R","ENSMUSG00000043811"
"3494","Rtn4rl2","RTN4RL2","ENSMUSG00000050896"
"3495","Rtn4rl1","RTN4RL1","ENSMUSG00000045287"
"3496","Sfrp1","SFRP1","ENSMUSG00000031548"
"3497","Dcps","DCPS","ENSMUSG00000032040"
"3498","Ccna1","CCNA1","ENSMUSG00000027793"
"3499","Crim1","CRIM1","ENSMUSG00000024074"
"3500","Cnr1","CNR1","ENSMUSG00000044288"
"3501","Oprl1","OPRL1","ENSMUSG00000027584"
"3502","Chst11","CHST11","ENSMUSG00000034612"
"3503","Rem1","REM1","ENSMUSG00000000359"
"3504","Fgf2","FGF2","ENSMUSG00000037225"
"3505","Aplp1","APLP1","ENSMUSG00000006651"
"3506","Igfbp5","IGFBP5","ENSMUSG00000026185"
"3507","Pdcl3","PDCL3","ENSMUSG00000026078"
"3508","Rhoa","RHOA","ENSMUSG00000007815"
"3509","Ric3","RIC3","ENSMUSG00000048330"
"3510","Uros","UROS","ENSMUSG00000030979"
"3511","Hcrt","HCRT","ENSMUSG00000045471"
"3512","Zcchc17","ZCCHC17","ENSMUSG00000028772"
"3513","Aanat","AANAT","ENSMUSG00000020804"
"3514","Cbx4","CBX4","ENSMUSG00000039989"
"3515","Maob","MAOB","ENSMUSG00000040147"
"3516","Maoa","MAOA","ENSMUSG00000025037"
"3517","Pou4f2","POU4F2","ENSMUSG00000031688"
"3518","Hmgcr","HMGCR","ENSMUSG00000021670"
"3519","Chst14","CHST14","ENSMUSG00000074916"
"3520","Cbx8","CBX8","ENSMUSG00000025578"
"3521","Gjb2","GJB2","ENSMUSG00000046352"
"3522","Gjb6","GJB6","ENSMUSG00000040055"
"3523","Gjb5","GJB5","ENSMUSG00000042357"
"3524","Gjb4","GJB4","ENSMUSG00000046623"
"3525","Cherp","CHERP","ENSMUSG00000052488"
"3526","Elovl5","ELOVL5","ENSMUSG00000032349"
"3527","Gja5","GJA5","ENSMUSG00000057123"
"3528","Mnx1","MNX1","ENSMUSG00000001566"
"3529","Igfbp3","IGFBP3","ENSMUSG00000020427"
"3530","Eif4e","EIF4E","ENSMUSG00000028156"
"3531","Alms1","ALMS1","ENSMUSG00000063810"
"3532","Astl","ASTL","ENSMUSG00000050468"
"3533","Hsd17b4","HSD17B4","ENSMUSG00000024507"
"3534","Dand5","DAND5","ENSMUSG00000053226"
"3535","Cer1","CER1","ENSMUSG00000038192"
"3536","Arfgap3","ARFGAP3","ENSMUSG00000054277"
"3537","Trim5","TRIM5","ENSMUSG00000060441"
"3539","Trim61","TRIM61","ENSMUSG00000109718"
"3540","Trim60","TRIM60","ENSMUSG00000053490"
"3541","Rapgef1","RAPGEF1","ENSMUSG00000039844"
"3542","Hsd11b1","HSD11B1","ENSMUSG00000016194"
"3543","Trim63","TRIM63","ENSMUSG00000028834"
"3544","Psmd13","PSMD13","ENSMUSG00000025487"
"3545","Sigmar1","SIGMAR1","ENSMUSG00000036078"
"3546","Gtf3c6","GTF3C6","ENSMUSG00000019837"
"3547","Fus","FUS","ENSMUSG00000030795"
"3548","Aoc1l3","AOC1","ENSMUSG00000039215"
"3552","Taf8","TAF8","ENSMUSG00000023980"
"3553","Use1","USE1","ENSMUSG00000002395"
"3554","Polr3d","POLR3D","ENSMUSG00000000776"
"3555","Ttc4","TTC4","ENSMUSG00000025413"
"3556","Stk11ip","STK11IP","ENSMUSG00000026213"
"3557","Rnf181","RNF181","ENSMUSG00000055850"
"3558","Naalad2","NAALAD2","ENSMUSG00000043943"
"3559","Pafah1b3","PAFAH1B3","ENSMUSG00000005447"
"3560","Rae1","RAE1","ENSMUSG00000027509"
"3561","Snapc1","SNAPC1","ENSMUSG00000021113"
"3562","Siae","SIAE","ENSMUSG00000001942"
"3563","Slc31a1","SLC31A1","ENSMUSG00000066150"
"3564","Rpl34","RPL34","ENSMUSG00000062006"
"3566","Nol12","NOL12","ENSMUSG00000033099"
"3567","Dtnbp1","DTNBP1","ENSMUSG00000057531"
"3568","Psmd6","PSMD6","ENSMUSG00000021737"
"3569","Eif2b3","EIF2B3","ENSMUSG00000028683"
"3570","Fbxo32","FBXO32","ENSMUSG00000022358"
"3571","Mrpl45","MRPL45","ENSMUSG00000018882"
"3572","Hmgcs1","HMGCS1","ENSMUSG00000093930"
"3573","Nme4","NME4","ENSMUSG00000024177"
"3574","Fancl","FANCL","ENSMUSG00000004018"
"3575","Imp3","IMP3","ENSMUSG00000032288"
"3576","Als2","ALS2","ENSMUSG00000026024"
"3577","Ddrgk1","DDRGK1","ENSMUSG00000068290"
"3578","Sh2d3c","SH2D3C","ENSMUSG00000059013"
"3579","Ttc9c","TTC9C","ENSMUSG00000071660"
"3580","Vamp7","VAMP7","ENSMUSG00000082519"
"3581","Uap1l1","UAP1L1","ENSMUSG00000026956"
"3582","Yipf5","YIPF5","ENSMUSG00000024487"
"3583","Sh3bgrl3","SH3BGRL3","ENSMUSG00000028843"
"3584","Def8","DEF8","ENSMUSG00000001482"
"3585","Ptges2","PTGES2","ENSMUSG00000026820"
"3586","Clstn1","CLSTN1","ENSMUSG00000039953"
"3587","Cstb","CSTB","ENSMUSG00000005054"
"3588","Csta3","CSTA","ENSMUSG00000094733"
"3595","Mrpl14","MRPL14","ENSMUSG00000023939"
"3596","Lmcd1","LMCD1","ENSMUSG00000057604"
"3597","Rpl18a","RPL18A","ENSMUSG00000045128"
"3598","Usf1","USF1","ENSMUSG00000026641"
"3599","Rom1","ROM1","ENSMUSG00000071648"
"3600","Pelo","PELO","ENSMUSG00000042275"
"3601","Mfap1a","MFAP1","ENSMUSG00000068479"
"3603","Eif3g","EIF3G","ENSMUSG00000070319"
"3604","6030458C11Rik","C5orf22","ENSMUSG00000022195"
"3605","Ostc","OSTC","ENSMUSG00000041084"
"3606","Mad1l1","MAD1L1","ENSMUSG00000029554"
"3607","Rtraf","RTRAF","ENSMUSG00000021807"
"3608","Bbs5","BBS5","ENSMUSG00000063145"
"3609","Hpgd","HPGD","ENSMUSG00000031613"
"3610","Piga","PIGA","ENSMUSG00000031381"
"3611","Arl6ip1","ARL6IP1","ENSMUSG00000030654"
"3612","Ubl4a","UBL4A","ENSMUSG00000015290"
"3614","Rnaseh2b","RNASEH2B","ENSMUSG00000021932"
"3615","Asns","ASNS","ENSMUSG00000029752"
"3616","Tra2b","TRA2B","ENSMUSG00000022858"
"3617","Rasl12","RASL12","ENSMUSG00000041696"
"3618","Aoc2","AOC2","ENSMUSG00000078651"
"3619","Aoc3","AOC3","ENSMUSG00000019326"
"3620","Ppil2","PPIL2","ENSMUSG00000022771"
"3621","Maco1","MACO1","ENSMUSG00000028826"
"3622","Ociad1","OCIAD1","ENSMUSG00000029152"
"3623","Rps21","RPS21","ENSMUSG00000039001"
"3624","Srp9","SRP9","ENSMUSG00000026511"
"3625","Vps26a","VPS26A","ENSMUSG00000020078"
"3626","Strap","STRAP","ENSMUSG00000030224"
"3627","Snrpe","SNRPE","ENSMUSG00000090553"
"3628","Znhit3","ZNHIT3","ENSMUSG00000020526"
"3629","Pde10a","PDE10A","ENSMUSG00000023868"
"3630","Ap1s1","AP1S1","ENSMUSG00000004849"
"3631","Ankrd22","ANKRD22","ENSMUSG00000024774"
"3632","Aup1","AUP1","ENSMUSG00000068328"
"3633","Tspan31","TSPAN31","ENSMUSG00000006736"
"3634","Ndufa6","NDUFA6","ENSMUSG00000022450"
"3635","Fbxo30","FBXO30","ENSMUSG00000047648"
"3636","AI837181","C11orf68","ENSMUSG00000047423"
"3637","Tmem30c","TMEM30CP","ENSMUSG00000022753"
"3638","Pik3cd","PIK3CD","ENSMUSG00000039936"
"3639","Itga9","ITGA9","ENSMUSG00000039115"
"3640","Chad","CHAD","ENSMUSG00000039084"
"3641","Phactr4","PHACTR4","ENSMUSG00000066043"
"3642","Ranbp3","RANBP3","ENSMUSG00000002372"
"3643","Etnppl","ETNPPL","ENSMUSG00000019232"
"3644","Zbtb7b","ZBTB7B","ENSMUSG00000028042"
"3645","Efna1","EFNA1","ENSMUSG00000027954"
"3646","Stk10","STK10","ENSMUSG00000020272"
"3647","Irf6","IRF6","ENSMUSG00000026638"
"3648","Myof","MYOF","ENSMUSG00000048612"
"3649","Stoml2","STOML2","ENSMUSG00000028455"
"3650","Camkv","CAMKV","ENSMUSG00000032936"
"3651","Dhx38","DHX38","ENSMUSG00000037993"
"3652","Traf3ip1","TRAF3IP1","ENSMUSG00000034292"
"3653","Sbds","SBDS","ENSMUSG00000025337"
"3654","Palm","PALM","ENSMUSG00000035863"
"3655","Vti1b","VTI1B","ENSMUSG00000021124"
"3656","Coro6","CORO6","ENSMUSG00000020836"
"3657","Atg13","ATG13","ENSMUSG00000027244"
"3658","Ints6l","INTS6L","ENSMUSG00000035967"
"3659","Xpnpep2","XPNPEP2","ENSMUSG00000037005"
"3660","Asl","ASL","ENSMUSG00000025533"
"3661","Dnajc24","DNAJC24","ENSMUSG00000027166"
"3662","Cep63","CEP63","ENSMUSG00000032534"
"3663","Enpp2","ENPP2","ENSMUSG00000022425"
"3664","Exoc2","EXOC2","ENSMUSG00000021357"
"3665","Cisd1","CISD1","ENSMUSG00000037710"
"3666","Ufl1","UFL1","ENSMUSG00000040359"
"3667","Cnot4","CNOT4","ENSMUSG00000038784"
"3668","Zfp800","ZNF800","ENSMUSG00000039841"
"3669","Tmem185b","TMEM185B","ENSMUSG00000098923"
"3670","Tmem185a","TMEM185A","ENSMUSG00000073139"
"3671","Gpsm2","GPSM2","ENSMUSG00000027883"
"3672","Plppr2","PLPPR2","ENSMUSG00000040563"
"3673","Atad5","ATAD5","ENSMUSG00000017550"
"3674","Tube1","TUBE1","ENSMUSG00000019845"
"3675","Gps2","GPS2","ENSMUSG00000023170"
"3676","Pcolce2","PCOLCE2","ENSMUSG00000015354"
"3677","Prkcb","PRKCB","ENSMUSG00000052889"
"3678","Aldh4a1","ALDH4A1","ENSMUSG00000028737"
"3679","Foxl1","FOXL1","ENSMUSG00000097084"
"3680","Srm","SRM","ENSMUSG00000006442"
"3681","Cyp46a1","CYP46A1","ENSMUSG00000021259"
"3682","Klhl24","KLHL24","ENSMUSG00000062901"
"3683","Aqr","AQR","ENSMUSG00000040383"
"3684","Dop1b","DOP1B","ENSMUSG00000022946"
"3685","Tbc1d5","TBC1D5","ENSMUSG00000023923"
"3686","Slc25a1","SLC25A1","ENSMUSG00000003528"
"3687","Eif1ad","EIF1AD","ENSMUSG00000024841"
"3688","Hacd3","HACD3","ENSMUSG00000033629"
"3689","Xrn1","XRN1","ENSMUSG00000032410"
"3690","Crispld1","CRISPLD1","ENSMUSG00000025776"
"3691","Xpa","XPA","ENSMUSG00000028329"
"3692","Pygm","PYGM","ENSMUSG00000032648"
"3693","Mtmr4","MTMR4","ENSMUSG00000018401"
"3694","Cep89","CEP89","ENSMUSG00000023072"
"3695","Ube3c","UBE3C","ENSMUSG00000039000"
"3696","Ralgps2","RALGPS2","ENSMUSG00000026594"
"3697","Cdc14a","CDC14A","ENSMUSG00000033502"
"3698","Pigb","PIGB","ENSMUSG00000079469"
"3699","Zmynd10","ZMYND10","ENSMUSG00000010044"
"3700","Usp20","USP20","ENSMUSG00000026854"
"3701","Ypel5","YPEL5","ENSMUSG00000039770"
"3702","Ascc2","ASCC2","ENSMUSG00000020412"
"3703","Rxfp2","RXFP2","ENSMUSG00000053368"
"3704","Eif2d","EIF2D","ENSMUSG00000026427"
"3705","Lrfn1","LRFN1","ENSMUSG00000030600"
"3706","Arhgap4","ARHGAP4","ENSMUSG00000031389"
"3707","Dync2li1","DYNC2LI1","ENSMUSG00000024253"
"3708","Sord","SORD","ENSMUSG00000027227"
"3709","Tmem218","TMEM218","ENSMUSG00000032121"
"3710","Zfp507","ZNF507","ENSMUSG00000044452"
"3711","Pdcd2","PDCD2","ENSMUSG00000014771"
"3712","Golga1","GOLGA1","ENSMUSG00000026754"
"3713","Hao2","HAO2","ENSMUSG00000027870"
"3714","Mvb12a","MVB12A","ENSMUSG00000031813"
